id,name,artists,popularity,duration_ms,release_date,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0Pc7MXTic6FO4Ot1oJXyXT,b'Bejana-Mu - Acoustic',b'JPCC Worship',55,384929,2014,0.618,0.515,384929,0.332,0.00324,2,0.103,-10.507,1,0.0274,140.003,4,0.282
